"행정구역(시군구)별",2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021
"성남시",182500,181707,793,82658,38451,49065,61391,49984,171589,178192,-6603,79482,35541,49248,56566,49462,155354,161703,-6349,70453,32353,46475,52548,44775,162734,167271,-4537,77277,34276,46092,51181,43902,150240,160400,-10160,70014,32715,45091,47511,45295,152980,162050,-9070,69924,32353,48073,50703,44053,174390,176472,-2082,84217,34671,49740,55502,42515,157557,168067,-10510,76666,31816,49030,49075,42371,136911,152445,-15534,61426,30192,52101,45293,38918,126568,139949,-13381,56090,29813,45400,40665,38459,152795,156393,-3598,69155,36300,47061,47340,40177,143716,150568,-6852,65913,34794,46650,43009,38005
"의정부시",65756,73638,-7882,26073,15627,23760,24056,23805,65206,68157,-2951,27747,15000,18094,22459,22316,61489,64359,-2870,26540,14562,17894,20387,19925,65548,65194,354,30312,14377,15329,20859,19553,63021,64298,-1277,27660,14276,16848,21085,19790,66820,65442,1378,29813,14460,16539,22547,19090,65844,62476,3368,29319,14765,15249,21760,17908,66965,64319,2646,30899,14357,16035,21709,17385,66382,61214,5168,28393,14800,15771,23189,17050,64399,59680,4719,27695,14522,15173,22182,16812,78645,68714,9931,34545,16862,16885,27238,17284,64152,59837,4315,25690,14296,17297,24166,16850
"안양시",99331,103748,-4417,39974,28616,37663,30741,26111,91534,101158,-9624,40002,25673,34193,25859,26963,96964,104482,-7518,46405,24969,32298,25590,25779,83335,90199,-6864,35711,23846,30657,23778,23831,81727,91927,-10200,36678,22648,30051,22401,25198,85267,91630,-6363,38444,23480,29378,23343,23808,96112,99367,-3255,46833,26166,30093,23113,22441,84779,96305,-11526,41469,22258,32727,21052,22109,73467,86366,-12899,32530,20182,32926,20755,20910,72368,83715,-11347,32137,20221,31557,20010,20021,79982,97945,-17963,39111,21542,37639,19329,21195,87149,89564,-2415,41002,24518,29341,21629,19221
"부천시",136267,146183,-9916,65336,16602,24613,54329,56234,140599,148558,-7959,69901,17193,21813,53505,56844,124199,131738,-7539,58454,16505,20736,49240,52548,119427,129819,-10392,58811,15156,19787,45460,51221,117954,130320,-12366,59245,14623,20205,44086,50870,123425,133971,-10546,64403,14103,19390,44919,50178,125460,126617,-1157,61753,15726,18736,47981,46128,114426,118129,-3703,55548,15045,19039,43833,43542,113508,122125,-8617,54748,15149,23835,43611,43542,88659,103907,-15248,38844,12640,23176,37175,41887,95110,107685,-12575,37770,15492,27114,41848,42801,83726,94631,-10905,32756,13258,21813,37712,40062
"광명시",87001,63907,23094,33979,14586,10729,38436,19199,68937,60911,8026,28218,11816,11071,28903,21622,52314,54856,-2542,21199,8660,12242,22455,21415,47076,52131,-5055,20387,7370,11298,19319,20446,46176,52908,-6732,20631,7140,11248,18405,21029,44735,50533,-5798,20328,6914,11285,17493,18920,41712,48965,-7253,18640,6432,12849,16640,17476,43201,50901,-7700,19430,7488,13924,16283,17547,45172,51980,-6808,19865,8305,16085,17002,16030,38523,49361,-10838,17162,6988,14704,14373,17495,46812,65102,-18290,23941,8345,18977,14526,22184,38155,43233,-5078,16699,7567,12375,13889,14159
"평택시",67915,67284,631,31316,15791,16888,20808,19080,73419,68298,5121,34627,17824,14689,20968,18982,72433,67639,4794,35371,16683,14060,20379,18208,72028,66705,5323,35920,15730,13243,20378,17542,68508,63401,5107,32660,15491,12670,20357,18071,77256,68863,8393,35438,18438,14109,23380,19316,75179,67162,8017,34397,17297,13797,23485,18968,76783,67836,8947,33342,18294,14207,25147,20287,87850,75069,12781,38476,20850,16562,28524,20031,93713,77676,16037,40658,22764,16560,30291,20458,103098,80080,23018,41876,26480,16780,34742,21424,115345,86968,28377,45854,31717,17726,37774,23388
"동두천시",20437,20368,69,9406,6422,6452,4609,4510,17225,16965,260,7734,5472,5440,4019,3791,17907,17190,717,7987,5934,5284,3986,3919,15920,15718,202,7145,5073,4877,3702,3696,16052,16139,-87,7308,5070,5246,3674,3585,16300,16164,136,7377,5019,4968,3904,3819,16074,15868,206,7393,4964,5060,3717,3415,13422,14439,-1017,6071,4122,5191,3229,3177,13118,13687,-569,5835,4210,4858,3073,2994,11891,13044,-1153,5013,3880,5136,2998,2895,13345,13385,-40,5549,4462,5277,3334,2559,14191,13650,541,5993,4785,4761,3413,2896
"안산시",121052,123514,-2462,59742,29308,33640,32002,30132,119858,124366,-4508,61916,28645,31254,29297,31196,105760,110756,-4996,53865,25457,28302,26438,28589,101514,106974,-5460,52398,24029,27427,25087,27149,98715,108290,-9575,51736,22804,28502,24175,28052,103260,117040,-13780,59250,20689,30242,23321,27548,93537,104617,-11080,52286,19748,27341,21503,24990,78735,92991,-14256,40283,17889,29263,20563,23445,85590,104222,-18632,45946,19443,37264,20201,21012,86724,97273,-10549,46573,20255,30557,19896,20143,117075,114020,3055,66693,27810,26902,22572,20425,88573,90721,-2148,43904,22501,26164,22168,20653
"고양시",174090,174962,-872,77643,29657,42650,66790,54669,173745,166993,6752,77049,30392,38141,66304,51803,157485,152923,4562,68856,28076,36051,60553,48016,171535,154699,16836,77586,29746,30472,64203,46641,166111,154291,11820,75221,28659,32407,62231,46663,176821,160075,16746,80738,29708,31973,66375,47364,158904,150716,8188,73865,26504,30507,58535,46344,139002,139122,-120,63142,23908,30970,51952,45010,144703,143834,869,65766,23941,34862,54996,43206,165154,144065,21089,73675,28866,27843,62613,42547,171708,159355,12353,77554,30065,36041,64089,45760,149815,148549,1266,68029,25832,37008,55954,43512
"과천시",12035,12844,-809,3174,3701,4809,5160,4861,11230,11888,-658,3241,3358,4076,4631,4571,10328,11509,-1181,2948,3043,3887,4337,4674,10181,10997,-816,2901,2981,3714,4299,4382,9925,10662,-737,3033,2951,3400,3941,4229,10037,11563,-1526,3508,2668,3777,3861,4278,10957,16526,-5569,5351,2363,6351,3243,4824,8304,14645,-6341,4086,1787,6079,2431,4480,9496,8919,577,3026,3035,3042,3435,2851,7869,7763,106,1855,3095,3119,2919,2789,15066,10277,4789,4095,6150,3276,4821,2906,21901,11814,10087,5706,8303,3233,7892,2875
"구리시",32709,35471,-2762,11066,9093,13362,12550,11043,31512,34116,-2604,11706,8188,11697,11618,10713,27887,31493,-3606,9892,7956,11336,10039,10265,26991,30646,-3655,10379,7340,10501,9272,9766,25654,29274,-3620,9505,6949,10463,9200,9306,28009,28965,-956,10726,7100,9693,10183,8546,34966,28671,6295,11353,8919,9429,14694,7889,31572,25783,5789,9090,8579,8146,13903,8547,32065,29009,3056,8463,8630,12001,14972,8545,23107,27748,-4641,7011,6418,12285,9678,8452,29851,31794,-1943,11152,7727,11727,10972,8915,24380,29445,-5065,8828,6407,12576,9145,8041
"남양주시",117456,86408,31048,34655,30355,20620,52446,31133,90397,79662,10735,26942,22539,20496,40916,32224,100136,82535,17601,29406,24083,20480,46647,32649,95333,79680,15653,27780,22754,20016,44799,31884,96997,82033,14964,30461,22755,19710,43781,31862,95266,81413,13853,30191,21080,20783,43995,30439,81347,75412,5935,24638,19059,22187,37650,28587,73470,71846,1624,22971,16864,21248,33635,27627,95555,80025,15530,29949,24033,22309,41573,27767,96451,77180,19271,30331,24804,19715,41316,27134,93021,81925,11096,29094,23359,23999,40568,28832,105754,84570,21184,34574,27306,22562,43874,27434
"오산시",52285,32405,19880,11924,28499,12461,11862,8020,41302,32561,8741,11160,19393,12824,10749,8577,33373,29539,3834,8625,14546,12505,10202,8409,33296,30280,3016,10013,14496,12339,8787,7928,30527,29673,854,9346,12627,12451,8554,7876,28913,32629,-3716,8165,12216,16920,8532,7544,27623,27507,116,7391,11697,12769,8535,7347,32136,28682,3454,9535,13809,12209,8792,6938,38577,33151,5426,11695,17353,14492,9529,6964,37051,31725,5326,9632,17952,15140,9467,6953,34691,32145,2546,8968,15958,15898,9765,7279,30911,31029,-118,7288,14307,15958,9316,7783
"시흥시",66949,67738,-789,23023,20932,23219,22994,21496,63480,69262,-5782,24588,19056,21603,19836,23071,57034,61679,-4645,21094,17708,19870,18232,20715,55348,60448,-5100,21997,16588,18789,16763,19662,53651,57972,-4321,20907,16681,17273,16063,19792,61075,59665,1410,24619,19355,16540,17101,18506,56984,54250,2734,21357,18659,15765,16968,17128,69581,54292,15289,23126,25362,15191,21093,15975,87150,59962,27188,27624,31750,16316,27776,16022,85404,62348,23056,28139,29268,17298,27997,16911,98504,73126,25378,33640,33541,20560,31323,18926,73957,64419,9538,25146,23778,19901,25033,19372
"군포시",57140,49615,7525,21202,21999,17319,13939,11094,43004,46231,-3227,16955,14764,17500,11285,11776,39775,42899,-3124,15165,13943,16371,10667,11363,37389,40196,-2807,14629,13287,15445,9473,10122,44952,45388,-436,19480,15586,15282,9886,10626,38538,41817,-3279,15931,13025,15606,9582,10280,35230,39955,-4725,14233,12558,16241,8439,9481,31552,36493,-4941,11975,11940,15414,7637,9104,34479,39776,-5297,14485,11763,17068,8231,8223,35183,37126,-1943,14208,12742,15046,8233,7872,37273,39844,-2571,13983,14636,17404,8654,8457,31293,36433,-5140,11548,11437,16863,8308,8022
"의왕시",27726,23179,4547,4197,15786,13111,7743,5871,25252,23956,1296,5527,13244,12204,6481,6225,25204,21033,4171,4033,14446,11047,6725,5953,26882,22978,3904,5403,14566,11555,6913,6020,20485,22600,-2115,3637,11088,12443,5760,6520,20642,22229,-1587,3849,10957,12117,5836,6263,19970,21604,-1634,3652,11026,12345,5292,5607,18850,20146,-1296,3171,10998,11432,4681,5543,16536,18640,-2104,2871,9242,11035,4423,4734,29540,22595,6945,7989,15635,9830,5916,4776,29486,27047,2439,8306,15504,13335,5676,5406,20685,21075,-390,4269,11070,11586,5346,5220
"하남시",24274,24882,-608,8741,4108,6185,11425,9956,24167,26866,-2699,10185,3897,6267,10085,10414,21424,24058,-2634,8993,3596,5862,8835,9203,19826,21515,-1689,7981,3352,5048,8493,8486,26015,22701,3314,9341,5178,4889,11496,8471,45243,28098,17145,14010,8446,5458,22787,8630,77934,34401,43533,18672,17069,5734,42193,9995,52288,31888,20400,14422,10646,6483,27220,10983,60225,39252,20973,18737,12526,8623,28962,11892,55899,38913,16986,16261,12330,8763,27308,13889,63586,43486,20100,16826,15653,10590,31107,16070,75433,49193,26240,22063,19451,12016,33919,15114
"용인시",178743,152059,26684,62968,57409,45914,58366,43177,164017,151256,12761,59652,51784,46165,52581,45439,157560,144455,13105,56198,49595,46154,51767,42103,159125,139730,19395,56631,52355,43132,50139,39967,159271,145820,13451,58700,50580,44094,49991,43026,159061,150909,8152,57027,49396,49994,52638,43888,148258,138274,9984,50791,46678,46980,50789,40503,142704,133151,9553,48116,46039,45668,48549,39367,177079,148795,28284,60495,60099,48685,56485,39615,163901,140937,22964,55289,55569,46816,53043,38832,167745,155052,12693,60695,54083,52137,52967,42220,156128,153330,2798,56831,50451,54927,48846,41572
"파주시",81782,54537,27245,21283,33168,17247,27331,16007,82072,61062,21010,27113,29570,17394,25389,16555,73676,60611,13065,26165,25654,17396,21857,17050,64913,59621,5292,24720,20359,18464,19834,16437,67889,60336,7553,27313,22107,17446,18469,15577,69427,59670,9757,26601,22601,17555,20225,15514,60355,54888,5467,22846,18440,17030,19069,15012,59087,53354,5733,22436,17797,16081,18854,14837,72642,59695,12947,29412,22365,15834,20865,14449,55949,54574,1375,21536,16585,17989,17828,15049,75882,64593,11289,30971,23006,18125,21905,15497,79477,60852,18625,29989,25653,15894,23835,14969
"이천시",35781,33402,2379,16765,9034,7683,9982,8954,31540,30873,667,14117,8070,7477,9353,9279,30133,31097,-964,13688,7390,7808,9055,9601,28617,29073,-456,12359,7168,7384,9090,9330,28254,29879,-1625,12458,6745,7818,9051,9603,28326,29471,-1145,12313,6821,7104,9192,10054,33122,28556,4566,12828,8022,6679,12272,9049,30655,28461,2194,12694,7616,6726,10345,9041,28630,27972,658,10862,7164,7519,10604,9591,31401,30022,1379,12584,8009,8063,10808,9375,31253,28787,2466,10879,8449,8386,11925,9522,37284,31953,5331,13424,10657,8692,13203,9837
"안성시",32683,27822,4861,11835,10919,8085,9929,7902,28500,26626,1874,10069,9154,8095,9277,8462,27119,27095,24,10216,8118,8432,8785,8447,24496,24608,-112,9348,7225,7510,7923,7750,23402,24234,-832,8982,6751,7378,7669,7874,22766,24968,-2202,8596,6779,9022,7391,7350,29465,27087,2378,12711,8396,7273,8358,7103,22616,22780,-164,8169,6983,7488,7464,7123,28572,27670,902,11839,8212,8821,8521,7010,25597,25663,-66,9837,7795,9021,7965,6805,27891,23902,3989,8980,9292,8010,9619,6912,28351,24992,3359,8972,9903,8703,9476,7317
"김포시",46621,36659,9962,13821,8495,6693,24305,16145,54518,37066,17452,14779,11144,5954,28595,16333,70391,41570,28821,16807,16161,6925,37423,17838,67509,44554,22955,17637,14720,7446,35152,19471,73961,48385,25576,19815,15834,8115,38312,20455,57271,50207,7064,18598,9793,9347,28880,22262,58788,47722,11066,17826,10553,9316,30409,20580,80188,53239,26949,24853,15724,8549,39611,19837,84845,55516,29329,24860,15613,9898,44372,20758,63503,51113,12390,19001,11640,10960,32862,21152,111331,76160,35171,39434,18924,12630,52973,24096,72655,61387,11268,23671,13949,12261,35035,25455
"화성시",101327,95522,5805,30698,44279,42797,26350,22027,93509,89100,4409,28479,39917,38553,25113,22068,82743,79646,3097,25493,33677,33853,23573,20300,76374,76532,-158,23904,30635,33735,21835,18893,81398,75280,6118,25891,32919,30156,22588,19233,144301,93632,50669,48078,65114,26383,31109,19171,120293,81257,39036,35303,53958,25977,31032,19977,129735,84522,45213,36174,60143,28075,33418,20273,170212,107604,62608,49820,80290,35033,40102,22751,168445,116607,51838,52476,76196,39174,39773,24957,155727,119562,36165,49523,66460,43084,39744,26955,153361,124882,28479,51381,63686,45471,38294,28030
"양주시",45134,33321,11813,11388,19094,12124,14652,9809,33273,30847,2426,8249,13302,12320,11722,10278,30149,31087,-938,8148,11632,12848,10369,10091,25478,27411,-1933,6911,9955,11446,8612,9054,31799,29596,2203,9752,12469,11177,9578,8667,30113,27811,2302,8576,11877,10862,9660,8373,26149,26394,-245,7477,9944,11073,8728,7844,33540,27255,6285,9968,13479,9866,10093,7421,32293,27629,4664,9403,12853,10307,10037,7919,33309,27974,5335,10013,12925,10493,10371,7468,38466,30278,8188,11524,15001,10987,11941,7767,34428,27844,6584,9618,13766,10731,11044,7495
"광주시",47093,39198,7895,12406,20186,15515,14501,11277,54174,40376,13798,13798,25090,14385,15286,12193,47598,39013,8585,12139,21131,15086,14328,11788,47866,38598,9268,11847,21906,15249,14113,11502,48207,38135,10072,11476,21988,15006,14743,11653,52978,41394,11584,12885,24189,16389,15904,12120,53804,40652,13152,13145,24963,16258,15696,11249,56822,40232,16590,13624,26552,15270,16646,11338,58486,42087,16399,14003,26451,16480,18032,11604,50192,42534,7658,12086,22122,18386,15984,12062,54712,46135,8577,13766,23982,19706,16964,12663,56359,51263,5096,17639,22587,20397,16133,13227
"포천시",25045,27408,-2363,9604,6977,9372,8464,8432,22547,23388,-841,8150,6928,7531,7469,7707,21195,21761,-566,7531,6682,6951,6982,7279,19625,20612,-987,7062,5830,6850,6733,6700,20193,21002,-809,7096,6241,7221,6856,6685,19329,20015,-686,6597,6021,6949,6711,6469,18181,18538,-357,5902,5796,6348,6483,6288,18547,20065,-1518,6588,5680,7227,6279,6250,18647,20543,-1896,6515,5745,7710,6387,6318,16391,18199,-1808,5091,5143,7154,6157,5954,17883,18315,-432,5660,5797,7202,6426,5453,20818,17903,2915,6290,7357,6299,7171,5314
"여주시",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13287,13524,-237,4568,4161,4490,4558,4466,16212,15196,1016,6651,4875,4043,4686,4502,15048,14518,530,5943,4394,4105,4711,4470,14642,14104,538,5559,4240,4138,4843,4407,14162,13464,698,5206,4137,4035,4819,4223,13429,13588,-159,4987,4146,4206,4296,4395,13171,13318,-147,4776,4210,4207,4185,4335,14113,12939,1174,4911,4608,4061,4594,3967,14527,13448,1079,4833,4807,4483,4887,4132
"양주군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"여주군",15144,15030,114,4760,5073,5340,5311,4930,13951,14169,-218,4306,4769,4736,4876,5127,13535,13184,351,4138,4718,4501,4679,4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"화성군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"파주군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"광주군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"연천군",5668,6334,-666,1369,2279,2885,2020,2080,5279,5472,-193,1030,2208,2472,2041,1970,6287,5564,723,1164,2757,2544,2366,1856,5546,5548,-2,971,2317,2548,2258,2029,5210,5497,-287,931,2204,2511,2075,2055,6011,5595,416,1190,2356,2393,2465,2012,6135,5916,219,1607,2307,2381,2221,1928,5361,5735,-374,1195,2114,2527,2052,2013,5093,5782,-689,1169,2001,2649,1923,1964,4840,5477,-637,1114,1851,2527,1875,1836,5231,5338,-107,1294,1987,2395,1950,1649,4992,5272,-280,1083,2017,2469,1892,1720
"포천군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"가평군",7554,6863,691,922,2702,2493,3930,3448,7550,6875,675,807,2670,2589,4073,3479,8800,7230,1570,1133,3084,2374,4583,3723,7452,7110,342,989,2544,2304,3919,3817,7590,7276,314,981,2617,2557,3992,3738,7795,6873,922,889,2767,2420,4139,3564,7570,6919,651,956,2546,2463,4068,3500,7449,6671,778,934,2520,2364,3995,3373,7438,7138,300,1087,2494,2568,3857,3483,6886,7090,-204,934,2321,2612,3631,3544,7288,6939,349,862,2597,2684,3829,3393,7508,6926,582,909,2797,2786,3802,3231
"양평군",16920,13273,3647,3931,5190,3782,7799,5560,17001,13303,3698,3877,5165,3576,7959,5850,16597,13640,2957,3607,5065,3997,7925,6036,15283,13718,1565,3851,4723,4076,6709,5791,15226,13271,1955,3574,4534,3930,7118,5767,16430,13327,3103,3704,5089,3924,7637,5699,17398,14108,3290,4515,5243,3910,7640,5683,17776,13602,4174,4224,5395,3830,8157,5548,15759,14362,1397,3837,4799,4437,7123,6088,15538,14316,1222,3939,4667,4536,6932,5841,16798,14358,2440,3695,5322,4594,7781,6069,17933,14592,3341,3898,5932,4667,8103,6027
"이천군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"용인군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"안성군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"김포군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
